Arrival_Date,State,District,Market,Commodity,Variety,Min_Price,Max_Price,Modal_Price,Distance_KM
2026-05-28,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1106.59,1247.85,1177.22,60
2026-05-29,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1111.12,1252.96,1182.04,60
2026-05-30,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1113.17,1255.27,1184.22,60
2026-05-31,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1108.06,1249.52,1178.79,60
2026-06-01,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1103.13,1243.95,1173.54,60
2026-06-02,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1109.38,1251.0,1180.19,60
2026-06-03,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1102.66,1243.42,1173.04,60
2026-06-04,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1111.8,1253.74,1182.77,60
2026-06-05,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1106.71,1247.99,1177.35,60
2026-06-06,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1110.22,1251.96,1181.09,60
2026-06-07,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1108.33,1249.81,1179.07,60
2026-06-08,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1111.65,1253.57,1182.61,60
2026-06-09,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1108.55,1250.07,1179.31,60
2026-06-10,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1107.58,1248.98,1178.28,60
2026-06-11,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1107.75,1249.17,1178.46,60
2026-06-12,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1102.08,1242.78,1172.43,60
2026-06-13,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1106.17,1247.39,1176.78,60
2026-06-14,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1103.25,1244.09,1173.67,60
2026-06-15,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1101.91,1242.57,1172.24,60
2026-06-16,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1096.28,1236.24,1166.26,60
2026-06-17,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1081.87,1219.99,1150.93,60
2026-06-18,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1080.75,1218.71,1149.73,60
2026-06-19,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1094.21,1233.89,1164.05,60
2026-06-20,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1098.55,1238.79,1168.67,60
2026-06-21,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1098.38,1238.6,1168.49,60
2026-06-22,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1096.85,1236.87,1166.86,60
2026-06-23,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1096.92,1236.96,1166.94,60
2026-06-24,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1099.93,1240.35,1170.14,60
2026-06-25,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1093.26,1232.82,1163.04,60
2026-06-26,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1099.44,1239.8,1169.62,60
2026-06-27,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1103.4,1244.26,1173.83,60
2026-06-28,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1107.37,1248.73,1178.05,60
2026-06-29,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1109.76,1251.44,1180.6,60
2026-06-30,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1109.82,1251.5,1180.66,60
2026-07-01,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1113.53,1255.69,1184.61,60
2026-07-02,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1116.8,1259.36,1188.08,60
2026-07-03,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1114.76,1257.06,1185.91,60
2026-07-04,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1111.48,1253.38,1182.43,60
2026-07-05,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1112.0,1253.96,1182.98,60
2026-07-06,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1120.62,1263.68,1192.15,60
2026-07-07,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1113.62,1255.78,1184.7,60
2026-07-08,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1105.35,1246.45,1175.9,60
2026-07-09,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1106.21,1247.43,1176.82,60
2026-07-10,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1106.45,1247.69,1177.07,60
2026-07-11,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1107.36,1248.72,1178.04,60
2026-07-12,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1108.66,1250.2,1179.43,60
2026-07-13,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1107.36,1248.72,1178.04,60
2026-07-14,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1115.65,1258.07,1186.86,60
2026-07-15,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1106.62,1247.9,1177.26,60
2026-07-16,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1101.93,1242.61,1172.27,60
2026-07-17,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1101.29,1241.89,1171.59,60
2026-07-18,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1092.04,1231.44,1161.74,60
2026-07-19,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1090.99,1230.27,1160.63,60
2026-07-20,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1100.24,1240.7,1170.47,60
2026-07-21,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1100.31,1240.77,1170.54,60
2026-07-22,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1101.54,1242.16,1171.85,60
2026-07-23,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1094.42,1234.14,1164.28,60
2026-07-24,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1090.92,1230.18,1160.55,60
2026-07-25,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1088.76,1227.76,1158.26,60
2026-07-26,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1086.92,1225.68,1156.3,60
2026-07-27,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1094.05,1233.71,1163.88,60
2026-07-28,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1097.11,1237.17,1167.14,60
2026-07-29,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1090.83,1230.09,1160.46,60
2026-07-30,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1092.16,1231.58,1161.87,60
2026-07-31,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1094.89,1234.67,1164.78,60
2026-08-01,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1101.22,1241.8,1171.51,60
2026-08-02,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1110.02,1251.72,1180.87,60
2026-08-03,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1104.28,1245.26,1174.77,60
2026-08-04,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1099.68,1240.06,1169.87,60
2026-08-05,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1092.58,1232.06,1162.32,60
2026-08-06,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1091.22,1230.52,1160.87,60
2026-08-07,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1093.77,1233.41,1163.59,60
2026-08-08,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1099.25,1239.57,1169.41,60
2026-08-09,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1098.77,1239.03,1168.9,60
2026-08-10,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1096.91,1236.95,1166.93,60
2026-08-11,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1097.71,1237.85,1167.78,60
2026-08-12,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1092.98,1232.5,1162.74,60
2026-08-13,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1104.62,1245.64,1175.13,60
2026-08-14,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1095.56,1235.42,1165.49,60
2026-08-15,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1096.54,1236.52,1166.53,60
2026-08-16,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1107.82,1249.24,1178.53,60
2026-08-17,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1107.8,1249.22,1178.51,60
2026-08-18,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1106.68,1247.96,1177.32,60
2026-08-19,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1104.62,1245.64,1175.13,60
2026-08-20,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1103.56,1244.44,1174.0,60
2026-08-21,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1111.19,1253.05,1182.12,60
2026-08-22,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1098.75,1239.01,1168.88,60
2026-08-23,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1107.28,1248.64,1177.96,60
2026-08-24,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1099.25,1239.57,1169.41,60
2026-08-25,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1097.69,1237.83,1167.76,60
2026-08-26,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1095.24,1235.06,1165.15,60
2026-08-27,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1098.47,1238.71,1168.59,60
2026-08-28,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1089.47,1228.55,1159.01,60
2026-08-29,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1092.0,1231.4,1161.7,60
2026-08-30,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1103.29,1244.13,1173.71,60
2026-08-31,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1095.6,1235.46,1165.53,60
2026-09-01,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1096.6,1236.6,1166.6,60
2026-09-02,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1092.83,1232.35,1162.59,60
2026-09-03,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1095.17,1234.97,1165.07,60
2026-09-04,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1095.21,1235.03,1165.12,60
2026-09-05,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1091.57,1230.91,1161.24,60
2026-09-06,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1094.24,1233.94,1164.09,60
2026-09-07,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1104.29,1245.27,1174.78,60
2026-09-08,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1103.17,1244.01,1173.59,60
2026-09-09,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1107.15,1248.49,1177.82,60
2026-09-10,Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,1099.85,1240.25,1170.05,60
2026-05-14,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1160.91,1309.11,1235.01,480
2026-05-15,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1162.99,1311.45,1237.22,480
2026-05-16,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1165.21,1313.97,1239.59,480
2026-05-17,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1153.99,1301.31,1227.65,480
2026-05-18,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1152.32,1299.42,1225.87,480
2026-05-19,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1157.16,1304.88,1231.02,480
2026-05-20,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1156.81,1304.49,1230.65,480
2026-05-21,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1148.61,1295.25,1221.93,480
2026-05-22,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1148.26,1294.84,1221.55,480
2026-05-23,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1158.07,1305.91,1231.99,480
2026-05-24,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1165.23,1313.99,1239.61,480
2026-05-25,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1164.81,1313.51,1239.16,480
2026-05-26,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1170.26,1319.66,1244.96,480
2026-05-27,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1168.08,1317.2,1242.64,480
2026-05-28,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1158.16,1306.0,1232.08,480
2026-05-29,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1152.75,1299.91,1226.33,480
2026-05-30,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1161.74,1310.04,1235.89,480
2026-05-31,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1160.1,1308.2,1234.15,480
2026-06-01,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1158.63,1306.53,1232.58,480
2026-06-02,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1156.84,1304.52,1230.68,480
2026-06-03,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1167.8,1316.88,1242.34,480
2026-06-04,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1177.16,1327.44,1252.3,480
2026-06-05,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1189.96,1341.86,1265.91,480
2026-06-06,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1188.98,1340.76,1264.87,480
2026-06-07,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1190.62,1342.62,1266.62,480
2026-06-08,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1181.79,1332.65,1257.22,480
2026-06-09,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1190.28,1342.24,1266.26,480
2026-06-10,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1183.46,1334.54,1259.0,480
2026-06-11,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1184.66,1335.9,1260.28,480
2026-06-12,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1178.24,1328.66,1253.45,480
2026-06-13,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1174.77,1324.75,1249.76,480
2026-06-14,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1169.87,1319.21,1244.54,480
2026-06-15,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1166.3,1315.18,1240.74,480
2026-06-16,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1163.12,1311.6,1237.36,480
2026-06-17,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1159.88,1307.96,1233.92,480
2026-06-18,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1164.65,1313.33,1238.99,480
2026-06-19,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1158.19,1306.05,1232.12,480
2026-06-20,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1159.41,1307.43,1233.42,480
2026-06-21,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1166.41,1315.31,1240.86,480
2026-06-22,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1163.38,1311.9,1237.64,480
2026-06-23,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1159.16,1307.14,1233.15,480
2026-06-24,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1157.77,1305.57,1231.67,480
2026-06-25,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1164.55,1313.21,1238.88,480
2026-06-26,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1165.61,1314.41,1240.01,480
2026-06-27,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1162.48,1310.88,1236.68,480
2026-06-28,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1165.22,1313.98,1239.6,480
2026-06-29,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1158.78,1306.7,1232.74,480
2026-06-30,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1162.67,1311.09,1236.88,480
2026-07-01,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1164.97,1313.69,1239.33,480
2026-07-02,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1163.14,1311.62,1237.38,480
2026-07-03,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1158.22,1306.08,1232.15,480
2026-07-04,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1153.02,1300.22,1226.62,480
2026-07-05,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1156.07,1303.65,1229.86,480
2026-07-06,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1163.13,1311.61,1237.37,480
2026-07-07,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1159.38,1307.38,1233.38,480
2026-07-08,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1161.97,1310.31,1236.14,480
2026-07-09,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1149.83,1296.61,1223.22,480
2026-07-10,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1146.39,1292.73,1219.56,480
2026-07-11,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1146.15,1292.47,1219.31,480
2026-07-12,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1140.82,1286.46,1213.64,480
2026-07-13,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1135.34,1280.28,1207.81,480
2026-07-14,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1131.41,1275.85,1203.63,480
2026-07-15,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1133.05,1277.69,1205.37,480
2026-07-16,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1131.91,1276.41,1204.16,480
2026-07-17,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1118.89,1261.73,1190.31,480
2026-07-18,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1106.55,1247.81,1177.18,480
2026-07-19,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1102.98,1243.78,1173.38,480
2026-07-20,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1105.57,1246.71,1176.14,480
2026-07-21,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1089.6,1228.7,1159.15,480
2026-07-22,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1086.65,1225.37,1156.01,480
2026-07-23,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1083.55,1221.87,1152.71,480
2026-07-24,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1091.53,1230.87,1161.2,480
2026-07-25,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1089.24,1228.3,1158.77,480
2026-07-26,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1091.4,1230.72,1161.06,480
2026-07-27,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1092.16,1231.58,1161.87,480
2026-07-28,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1079.76,1217.6,1148.68,480
2026-07-29,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1084.16,1222.56,1153.36,480
2026-07-30,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1085.34,1223.9,1154.62,480
2026-07-31,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1088.23,1227.15,1157.69,480
2026-08-01,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1110.91,1252.73,1181.82,480
2026-08-02,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1098.78,1239.06,1168.92,480
2026-08-03,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1108.71,1250.25,1179.48,480
2026-08-04,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1106.99,1248.31,1177.65,480
2026-08-05,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1108.6,1250.12,1179.36,480
2026-08-06,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1108.27,1249.75,1179.01,480
2026-08-07,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1105.76,1246.92,1176.34,480
2026-08-08,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1102.4,1243.14,1172.77,480
2026-08-09,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1104.25,1245.21,1174.73,480
2026-08-10,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1095.41,1235.25,1165.33,480
2026-08-11,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1099.7,1240.08,1169.89,480
2026-08-12,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1097.22,1237.3,1167.26,480
2026-08-13,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1090.63,1229.85,1160.24,480
2026-08-14,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1087.97,1226.85,1157.41,480
2026-08-15,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1095.18,1235.0,1165.09,480
2026-08-16,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1092.03,1231.43,1161.73,480
2026-08-17,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1094.05,1233.71,1163.88,480
2026-08-18,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1089.75,1228.87,1159.31,480
2026-08-19,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1094.08,1233.76,1163.92,480
2026-08-20,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1098.0,1238.16,1168.08,480
2026-08-21,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1108.65,1250.17,1179.41,480
2026-08-22,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1107.56,1248.96,1178.26,480
2026-08-23,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1111.38,1253.26,1182.32,480
2026-08-24,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1111.89,1253.83,1182.86,480
2026-08-25,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1119.34,1262.24,1190.79,480
2026-08-26,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1115.12,1257.48,1186.3,480
2026-08-27,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1119.37,1262.27,1190.82,480
2026-08-28,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1118.19,1260.93,1189.56,480
2026-08-29,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1117.76,1260.46,1189.11,480
2026-08-30,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1118.23,1260.99,1189.61,480
2026-08-31,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1119.63,1262.57,1191.1,480
2026-09-01,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1118.9,1261.74,1190.32,480
2026-09-02,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1120.09,1263.09,1191.59,480
2026-09-03,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1129.17,1273.33,1201.25,480
2026-09-04,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1134.82,1279.68,1207.25,480
2026-09-05,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1139.8,1285.3,1212.55,480
2026-09-06,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1137.1,1282.26,1209.68,480
2026-09-07,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1131.89,1276.39,1204.14,480
2026-09-08,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1137.36,1282.56,1209.96,480
2026-09-09,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1142.38,1288.22,1215.3,480
2026-09-10,Madhya Pradesh,Bhopal,Bhopal Mandi,Potato,Jyoti,1150.85,1297.77,1224.31,480
2026-05-14,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Potato,Jyoti,1148.71,1295.35,1222.03,45
2026-05-15,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Potato,Jyoti,1146.72,1293.12,1219.92,45
2026-05-16,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Potato,Jyoti,1149.04,1295.72,1222.38,45
2026-05-17,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Potato,Jyoti,1157.5,1305.26,1231.38,45
2026-05-18,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Potato,Jyoti,1164.1,1312.7,1238.4,45
2026-05-19,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Potato,Jyoti,1162.87,1311.33,1237.1,45
2026-05-20,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Potato,Jyoti,1162.05,1310.39,1236.22,45
2026-05-21,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Potato,Jyoti,1167.71,1316.79,1242.25,45
2026-05-22,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Potato,Jyoti,1180.98,1331.74,1256.36,45
2026-05-23,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Potato,Jyoti,1182.02,1332.92,1257.47,45
2026-05-24,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Potato,Jyoti,1193.14,1345.46,1269.3,45
2026-05-25,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Potato,Jyoti,1191.7,1343.84,1267.77,45
2026-05-26,Uttar Pradesh,Gautam Buddh Nagar,Greater Noida Mandi,Potato,Jyoti,1197.08,1349.9,1273.49,45
